timestamp,profile,demand_kw,temperature_c,humidity_pct,is_weekend,hour,day_of_week
2026-03-04 11:00:00,campus,491.82,18.5,56.2,0,11,2
2026-03-04 12:00:00,campus,542.75,19.3,55.6,0,12,2
2026-03-04 13:00:00,campus,588.67,20.7,57.8,0,13,2
2026-03-04 14:00:00,campus,638.65,23.4,46.1,0,14,2
2026-03-04 15:00:00,campus,629.77,22.7,44.6,0,15,2
2026-03-04 16:00:00,campus,557.09,21.2,56.8,0,16,2
2026-03-04 17:00:00,campus,571.71,22.2,44.3,0,17,2
2026-03-04 18:00:00,campus,531.9,20.6,51.4,0,18,2
2026-03-04 19:00:00,campus,503.07,20.7,49.9,0,19,2
2026-03-04 20:00:00,campus,519.68,16.7,59.0,0,20,2
2026-03-04 21:00:00,campus,454.35,15.7,55.9,0,21,2
2026-03-04 22:00:00,campus,425.05,14.1,59.2,0,22,2
2026-03-04 23:00:00,campus,364.75,11.0,62.5,0,23,2
2026-03-05 00:00:00,campus,302.35,12.5,73.1,0,0,3
2026-03-05 01:00:00,campus,314.94,11.5,64.3,0,1,3
2026-03-05 02:00:00,campus,323.24,10.5,61.5,0,2,3
2026-03-05 03:00:00,campus,338.76,10.0,66.9,0,3,3
2026-03-05 04:00:00,campus,336.41,8.4,73.5,0,4,3
2026-03-05 05:00:00,campus,343.57,10.5,59.5,0,5,3
2026-03-05 06:00:00,campus,336.19,11.6,54.2,0,6,3
2026-03-05 07:00:00,campus,358.58,12.1,63.9,0,7,3
2026-03-05 08:00:00,campus,364.22,14.5,68.2,0,8,3
2026-03-05 09:00:00,campus,415.77,16.9,51.3,0,9,3
2026-03-05 10:00:00,campus,418.73,20.7,52.9,0,10,3
2026-03-05 11:00:00,campus,478.84,19.6,52.1,0,11,3
2026-03-05 12:00:00,campus,545.27,20.9,43.8,0,12,3
2026-03-05 13:00:00,campus,585.19,21.4,58.5,0,13,3
2026-03-05 14:00:00,campus,602.39,19.2,54.4,0,14,3
2026-03-05 15:00:00,campus,600.43,22.3,52.3,0,15,3
2026-03-05 16:00:00,campus,568.35,22.2,61.0,0,16,3
2026-03-05 17:00:00,campus,587.36,25.2,45.9,0,17,3
2026-03-05 18:00:00,campus,510.02,20.3,51.0,0,18,3
2026-03-05 19:00:00,campus,508.76,19.8,61.2,0,19,3
2026-03-05 20:00:00,campus,503.69,17.8,61.8,0,20,3
2026-03-05 21:00:00,campus,440.25,14.6,61.2,0,21,3
2026-03-05 22:00:00,campus,382.65,16.5,45.0,0,22,3
2026-03-05 23:00:00,campus,394.79,14.4,59.8,0,23,3
2026-03-06 00:00:00,campus,299.11,13.3,62.9,0,0,4
2026-03-06 01:00:00,campus,324.25,9.8,66.4,0,1,4
2026-03-06 02:00:00,campus,320.78,12.7,66.9,0,2,4
2026-03-06 03:00:00,campus,304.21,8.3,69.7,0,3,4
2026-03-06 04:00:00,campus,324.77,11.5,61.2,0,4,4
2026-03-06 05:00:00,campus,312.74,14.5,65.0,0,5,4
2026-03-06 06:00:00,campus,338.77,10.7,65.4,0,6,4
2026-03-06 07:00:00,campus,346.78,12.5,50.9,0,7,4
2026-03-06 08:00:00,campus,367.68,15.0,52.8,0,8,4
2026-03-06 09:00:00,campus,370.95,15.6,63.9,0,9,4
2026-03-06 10:00:00,campus,445.5,15.6,65.8,0,10,4
2026-03-06 11:00:00,campus,472.22,19.5,51.7,0,11,4
2026-03-06 12:00:00,campus,566.32,19.0,52.7,0,12,4
2026-03-06 13:00:00,campus,588.06,22.3,48.5,0,13,4
2026-03-06 14:00:00,campus,579.9,20.8,51.6,0,14,4
2026-03-06 15:00:00,campus,608.95,24.7,43.1,0,15,4
2026-03-06 16:00:00,campus,577.42,21.0,56.4,0,16,4
2026-03-06 17:00:00,campus,542.78,21.1,51.1,0,17,4
2026-03-06 18:00:00,campus,530.92,21.9,50.4,0,18,4
2026-03-06 19:00:00,campus,532.65,17.5,54.9,0,19,4
2026-03-06 20:00:00,campus,506.55,18.3,56.4,0,20,4
2026-03-06 21:00:00,campus,460.57,18.3,64.8,0,21,4
2026-03-06 22:00:00,campus,403.79,12.4,67.1,0,22,4
2026-03-06 23:00:00,campus,361.61,13.7,66.4,0,23,4
2026-03-07 00:00:00,campus,243.84,12.6,69.8,1,0,5
2026-03-07 01:00:00,campus,208.61,12.4,62.8,1,1,5
2026-03-07 02:00:00,campus,223.24,8.8,71.0,1,2,5
2026-03-07 03:00:00,campus,177.84,8.5,79.4,1,3,5
2026-03-07 04:00:00,campus,211.97,11.5,62.8,1,4,5
2026-03-07 05:00:00,campus,208.46,11.7,72.9,1,5,5
2026-03-07 06:00:00,campus,195.92,12.6,66.2,1,6,5
2026-03-07 07:00:00,campus,198.49,14.0,64.0,1,7,5
2026-03-07 08:00:00,campus,207.74,13.9,62.5,1,8,5
2026-03-07 09:00:00,campus,237.87,16.8,55.7,1,9,5
2026-03-07 10:00:00,campus,234.72,18.5,58.9,1,10,5
2026-03-07 11:00:00,campus,235.43,18.4,58.8,1,11,5
2026-03-07 12:00:00,campus,255.27,23.5,51.3,1,12,5
2026-03-07 13:00:00,campus,275.95,22.4,50.3,1,13,5
2026-03-07 14:00:00,campus,252.99,20.5,55.9,1,14,5
2026-03-07 15:00:00,campus,295.89,23.5,47.9,1,15,5
2026-03-07 16:00:00,campus,245.28,20.8,57.4,1,16,5
2026-03-07 17:00:00,campus,288.9,22.8,56.8,1,17,5
2026-03-07 18:00:00,campus,281.25,22.4,50.9,1,18,5
2026-03-07 19:00:00,campus,300.59,18.2,58.5,1,19,5
2026-03-07 20:00:00,campus,320.29,19.5,55.7,1,20,5
2026-03-07 21:00:00,campus,311.24,17.1,56.8,1,21,5
2026-03-07 22:00:00,campus,250.38,16.1,43.8,1,22,5
2026-03-07 23:00:00,campus,234.24,16.3,65.3,1,23,5
2026-03-08 00:00:00,campus,249.34,11.9,63.2,1,0,6
2026-03-08 01:00:00,campus,207.04,10.2,74.0,1,1,6
2026-03-08 02:00:00,campus,204.14,9.4,65.7,1,2,6
2026-03-08 03:00:00,campus,195.07,9.3,65.2,1,3,6
2026-03-08 04:00:00,campus,216.1,10.6,56.5,1,4,6
2026-03-08 05:00:00,campus,198.52,11.9,54.5,1,5,6
2026-03-08 06:00:00,campus,190.68,12.7,60.2,1,6,6
2026-03-08 07:00:00,campus,238.49,14.8,60.0,1,7,6
2026-03-08 08:00:00,campus,241.01,15.0,58.9,1,8,6
2026-03-08 09:00:00,campus,205.52,18.7,58.1,1,9,6
2026-03-08 10:00:00,campus,239.31,17.7,56.5,1,10,6
2026-03-08 11:00:00,campus,246.55,23.6,56.5,1,11,6
2026-03-08 12:00:00,campus,254.22,21.7,52.0,1,12,6
2026-03-08 13:00:00,campus,268.28,20.5,53.4,1,13,6
2026-03-08 14:00:00,campus,274.86,20.7,48.9,1,14,6
2026-03-08 15:00:00,campus,271.15,23.3,51.8,1,15,6
2026-03-08 16:00:00,campus,279.65,22.0,55.7,1,16,6
2026-03-08 17:00:00,campus,272.83,22.8,49.3,1,17,6
2026-03-08 18:00:00,campus,313.4,21.5,49.9,1,18,6
2026-03-08 19:00:00,campus,303.68,19.4,51.3,1,19,6
2026-03-08 20:00:00,campus,328.1,16.8,61.5,1,20,6
2026-03-08 21:00:00,campus,282.87,14.3,60.4,1,21,6
2026-03-08 22:00:00,campus,258.38,14.3,64.2,1,22,6
2026-03-08 23:00:00,campus,274.39,14.8,60.1,1,23,6
2026-03-09 00:00:00,campus,337.73,12.7,75.5,0,0,0
2026-03-09 01:00:00,campus,309.87,9.6,69.6,0,1,0
2026-03-09 02:00:00,campus,312.96,11.1,61.5,0,2,0
2026-03-09 03:00:00,campus,299.86,11.2,62.0,0,3,0
2026-03-09 04:00:00,campus,323.95,9.5,67.4,0,4,0
2026-03-09 05:00:00,campus,315.1,11.7,65.7,0,5,0
2026-03-09 06:00:00,campus,374.15,12.5,70.8,0,6,0
2026-03-09 07:00:00,campus,331.61,11.9,62.3,0,7,0
2026-03-09 08:00:00,campus,337.79,15.6,62.4,0,8,0
2026-03-09 09:00:00,campus,398.58,17.5,61.1,0,9,0
2026-03-09 10:00:00,campus,450.02,19.8,62.1,0,10,0
2026-03-09 11:00:00,campus,494.41,21.2,55.5,0,11,0
2026-03-09 12:00:00,campus,553.74,18.8,54.1,0,12,0
2026-03-09 13:00:00,campus,588.19,20.4,52.4,0,13,0
2026-03-09 14:00:00,campus,626.97,23.2,54.3,0,14,0
2026-03-09 15:00:00,campus,599.82,23.4,42.5,0,15,0
2026-03-09 16:00:00,campus,569.19,23.2,51.1,0,16,0
2026-03-09 17:00:00,campus,619.41,27.6,42.6,0,17,0
2026-03-09 18:00:00,campus,521.15,21.7,47.9,0,18,0
2026-03-09 19:00:00,campus,522.08,21.3,51.2,0,19,0
2026-03-09 20:00:00,campus,490.45,19.6,49.7,0,20,0
2026-03-09 21:00:00,campus,448.51,17.6,59.4,0,21,0
2026-03-09 22:00:00,campus,405.14,14.6,68.1,0,22,0
2026-03-09 23:00:00,campus,370.25,14.8,65.5,0,23,0
2026-03-10 00:00:00,campus,335.95,11.3,63.6,0,0,1
2026-03-10 01:00:00,campus,333.38,11.1,67.5,0,1,1
2026-03-10 02:00:00,campus,345.05,10.2,68.3,0,2,1
2026-03-10 03:00:00,campus,303.27,10.8,67.9,0,3,1
2026-03-10 04:00:00,campus,314.35,14.4,62.9,0,4,1
2026-03-10 05:00:00,campus,315.58,8.7,63.5,0,5,1
2026-03-10 06:00:00,campus,344.45,13.5,51.8,0,6,1
2026-03-10 07:00:00,campus,352.95,11.3,67.8,0,7,1
2026-03-10 08:00:00,campus,357.94,14.4,67.9,0,8,1
2026-03-10 09:00:00,campus,385.46,18.3,54.1,0,9,1
2026-03-10 10:00:00,campus,443.92,18.3,56.0,0,10,1
2026-03-10 11:00:00,campus,522.92,18.1,63.3,0,11,1
2026-03-10 12:00:00,campus,533.16,19.9,48.4,0,12,1
2026-03-10 13:00:00,campus,611.51,22.9,49.2,0,13,1
2026-03-10 14:00:00,campus,617.4,21.4,58.2,0,14,1
2026-03-10 15:00:00,campus,626.9,23.0,52.4,0,15,1
2026-03-10 16:00:00,campus,578.38,22.6,54.4,0,16,1
2026-03-10 17:00:00,campus,543.13,20.9,53.3,0,17,1
2026-03-10 18:00:00,campus,542.19,24.2,48.8,0,18,1
2026-03-10 19:00:00,campus,528.88,20.7,50.7,0,19,1
2026-03-10 20:00:00,campus,520.83,15.2,60.4,0,20,1
2026-03-10 21:00:00,campus,430.87,17.0,53.8,0,21,1
2026-03-10 22:00:00,campus,433.59,14.2,62.5,0,22,1
2026-03-10 23:00:00,campus,399.21,15.0,62.5,0,23,1
2026-03-11 00:00:00,campus,324.31,11.3,64.7,0,0,2
2026-03-11 01:00:00,campus,347.89,11.4,70.2,0,1,2
2026-03-11 02:00:00,campus,322.98,11.7,76.9,0,2,2
2026-03-11 03:00:00,campus,310.31,12.1,63.4,0,3,2
2026-03-11 04:00:00,campus,319.36,9.2,70.8,0,4,2
2026-03-11 05:00:00,campus,327.8,11.1,74.6,0,5,2
2026-03-11 06:00:00,campus,340.12,11.8,60.6,0,6,2
2026-03-11 07:00:00,campus,335.82,12.8,56.8,0,7,2
2026-03-11 08:00:00,campus,368.89,17.9,51.1,0,8,2
2026-03-11 09:00:00,campus,385.15,17.4,64.3,0,9,2
2026-03-11 10:00:00,campus,459.09,16.4,63.0,0,10,2
2026-03-11 11:00:00,campus,483.5,21.2,53.7,0,11,2
2026-03-11 12:00:00,campus,544.68,24.2,60.2,0,12,2
2026-03-11 13:00:00,campus,603.06,23.5,51.7,0,13,2
2026-03-11 14:00:00,campus,598.77,20.3,46.6,0,14,2
2026-03-11 15:00:00,campus,574.63,22.1,57.7,0,15,2
2026-03-11 16:00:00,campus,617.47,24.5,49.7,0,16,2
2026-03-11 17:00:00,campus,542.91,20.9,53.0,0,17,2
2026-03-11 18:00:00,campus,537.99,21.7,55.7,0,18,2
2026-03-11 19:00:00,campus,516.86,20.9,58.4,0,19,2
2026-03-11 20:00:00,campus,530.67,16.9,55.3,0,20,2
2026-03-11 21:00:00,campus,448.85,16.7,63.8,0,21,2
2026-03-11 22:00:00,campus,410.36,10.4,62.5,0,22,2
2026-03-11 23:00:00,campus,368.34,12.2,55.4,0,23,2
2026-03-12 00:00:00,campus,336.83,12.2,63.4,0,0,3
2026-03-12 01:00:00,campus,316.7,9.8,68.7,0,1,3
2026-03-12 02:00:00,campus,301.85,13.5,57.2,0,2,3
2026-03-12 03:00:00,campus,334.44,8.7,66.6,0,3,3
2026-03-12 04:00:00,campus,316.05,10.4,59.8,0,4,3
2026-03-12 05:00:00,campus,325.25,11.9,65.9,0,5,3
2026-03-12 06:00:00,campus,327.69,14.8,62.7,0,6,3
2026-03-12 07:00:00,campus,331.85,11.7,56.8,0,7,3
2026-03-12 08:00:00,campus,367.04,17.0,50.8,0,8,3
2026-03-12 09:00:00,campus,412.97,16.9,59.1,0,9,3
2026-03-12 10:00:00,campus,420.21,16.9,59.4,0,10,3
2026-03-12 11:00:00,campus,463.83,20.5,55.5,0,11,3
2026-03-12 12:00:00,campus,562.6,21.4,64.9,0,12,3
2026-03-12 13:00:00,campus,576.14,21.2,53.4,0,13,3
2026-03-12 14:00:00,campus,592.24,22.8,48.1,0,14,3
2026-03-12 15:00:00,campus,610.8,22.3,46.2,0,15,3
2026-03-12 16:00:00,campus,579.43,22.8,49.9,0,16,3
2026-03-12 17:00:00,campus,559.98,23.0,52.0,0,17,3
2026-03-12 18:00:00,campus,533.52,23.5,51.1,0,18,3
2026-03-12 19:00:00,campus,523.96,18.0,63.4,0,19,3
2026-03-12 20:00:00,campus,507.62,21.6,53.5,0,20,3
2026-03-12 21:00:00,campus,462.44,13.9,66.3,0,21,3
2026-03-12 22:00:00,campus,396.81,15.1,61.3,0,22,3
2026-03-12 23:00:00,campus,403.65,14.7,59.7,0,23,3
2026-03-13 00:00:00,campus,319.41,13.1,56.3,0,0,4
2026-03-13 01:00:00,campus,301.52,10.8,56.5,0,1,4
2026-03-13 02:00:00,campus,296.36,10.8,70.1,0,2,4
2026-03-13 03:00:00,campus,315.46,10.2,62.1,0,3,4
2026-03-13 04:00:00,campus,331.42,10.3,63.2,0,4,4
2026-03-13 05:00:00,campus,322.35,13.0,59.3,0,5,4
2026-03-13 06:00:00,campus,330.24,13.2,63.6,0,6,4
2026-03-13 07:00:00,campus,333.35,12.9,64.2,0,7,4
2026-03-13 08:00:00,campus,363.78,16.7,61.2,0,8,4
2026-03-13 09:00:00,campus,398.56,17.4,55.9,0,9,4
2026-03-13 10:00:00,campus,424.73,19.7,52.1,0,10,4
2026-03-13 11:00:00,campus,483.46,20.9,59.2,0,11,4
2026-03-13 12:00:00,campus,557.87,19.9,55.7,0,12,4
2026-03-13 13:00:00,campus,600.15,21.3,47.6,0,13,4
2026-03-13 14:00:00,campus,663.69,23.8,46.2,0,14,4
2026-03-13 15:00:00,campus,618.43,23.8,41.7,0,15,4
2026-03-13 16:00:00,campus,582.21,22.7,66.4,0,16,4
2026-03-13 17:00:00,campus,519.32,22.3,48.9,0,17,4
2026-03-13 18:00:00,campus,539.65,23.1,51.4,0,18,4
2026-03-13 19:00:00,campus,500.15,19.0,63.2,0,19,4
2026-03-13 20:00:00,campus,486.4,19.3,50.2,0,20,4
2026-03-13 21:00:00,campus,444.72,16.6,60.4,0,21,4
2026-03-13 22:00:00,campus,421.16,15.1,69.9,0,22,4
2026-03-13 23:00:00,campus,391.87,15.6,50.3,0,23,4
2026-03-14 00:00:00,campus,211.29,14.0,60.0,1,0,5
2026-03-14 01:00:00,campus,196.23,13.0,56.4,1,1,5
2026-03-14 02:00:00,campus,202.59,13.2,64.2,1,2,5
2026-03-14 03:00:00,campus,196.31,11.0,53.5,1,3,5
2026-03-14 04:00:00,campus,217.15,12.2,61.4,1,4,5
2026-03-14 05:00:00,campus,196.43,11.3,57.8,1,5,5
2026-03-14 06:00:00,campus,198.92,13.3,67.7,1,6,5
2026-03-14 07:00:00,campus,218.71,13.8,61.7,1,7,5
2026-03-14 08:00:00,campus,255.33,15.6,64.4,1,8,5
2026-03-14 09:00:00,campus,227.93,17.9,64.5,1,9,5
2026-03-14 10:00:00,campus,236.31,17.3,52.8,1,10,5
2026-03-14 11:00:00,campus,268.79,23.1,49.3,1,11,5
2026-03-14 12:00:00,campus,256.41,19.7,52.8,1,12,5
2026-03-14 13:00:00,campus,258.54,20.4,42.9,1,13,5
2026-03-14 14:00:00,campus,280.39,24.5,45.0,1,14,5
2026-03-14 15:00:00,campus,302.49,24.2,50.8,1,15,5
2026-03-14 16:00:00,campus,290.89,23.7,55.3,1,16,5
2026-03-14 17:00:00,campus,275.91,23.1,59.6,1,17,5
2026-03-14 18:00:00,campus,295.81,21.2,63.9,1,18,5
2026-03-14 19:00:00,campus,316.8,18.7,55.2,1,19,5
2026-03-14 20:00:00,campus,309.07,18.7,52.3,1,20,5
2026-03-14 21:00:00,campus,294.66,16.0,67.1,1,21,5
2026-03-14 22:00:00,campus,257.81,16.9,50.9,1,22,5
2026-03-14 23:00:00,campus,243.97,13.8,65.7,1,23,5
2026-03-15 00:00:00,campus,193.53,11.6,62.4,1,0,6
2026-03-15 01:00:00,campus,185.14,11.4,62.8,1,1,6
2026-03-15 02:00:00,campus,201.94,11.9,61.0,1,2,6
2026-03-15 03:00:00,campus,178.72,10.2,63.0,1,3,6
2026-03-15 04:00:00,campus,212.89,10.1,69.0,1,4,6
2026-03-15 05:00:00,campus,199.9,12.3,66.6,1,5,6
2026-03-15 06:00:00,campus,227.99,13.2,60.4,1,6,6
2026-03-15 07:00:00,campus,220.17,13.3,67.9,1,7,6
2026-03-15 08:00:00,campus,238.96,14.8,74.2,1,8,6
2026-03-15 09:00:00,campus,234.07,17.4,56.2,1,9,6
2026-03-15 10:00:00,campus,212.64,16.5,52.9,1,10,6
2026-03-15 11:00:00,campus,253.9,18.0,52.0,1,11,6
2026-03-15 12:00:00,campus,276.33,20.3,56.7,1,12,6
2026-03-15 13:00:00,campus,281.39,22.0,50.0,1,13,6
2026-03-15 14:00:00,campus,300.22,23.4,53.2,1,14,6
2026-03-15 15:00:00,campus,284.05,25.3,39.3,1,15,6
2026-03-15 16:00:00,campus,286.33,24.2,53.8,1,16,6
2026-03-15 17:00:00,campus,291.25,22.0,47.7,1,17,6
2026-03-15 18:00:00,campus,287.98,21.3,58.9,1,18,6
2026-03-15 19:00:00,campus,284.15,18.6,54.9,1,19,6
2026-03-15 20:00:00,campus,306.52,18.6,62.8,1,20,6
2026-03-15 21:00:00,campus,291.15,16.7,55.7,1,21,6
2026-03-15 22:00:00,campus,244.16,16.0,58.7,1,22,6
2026-03-15 23:00:00,campus,224.56,12.8,61.4,1,23,6
2026-03-16 00:00:00,campus,336.27,13.7,63.6,0,0,0
2026-03-16 01:00:00,campus,295.88,14.3,58.4,0,1,0
2026-03-16 02:00:00,campus,390.02,11.2,64.3,0,2,0
2026-03-16 03:00:00,campus,338.72,11.8,63.9,0,3,0
2026-03-16 04:00:00,campus,309.51,12.4,61.6,0,4,0
2026-03-16 05:00:00,campus,336.79,11.4,62.0,0,5,0
2026-03-16 06:00:00,campus,322.79,13.3,66.9,0,6,0
2026-03-16 07:00:00,campus,343.45,14.2,66.5,0,7,0
2026-03-16 08:00:00,campus,332.37,15.8,57.2,0,8,0
2026-03-16 09:00:00,campus,393.73,16.0,59.7,0,9,0
2026-03-16 10:00:00,campus,430.99,18.8,45.4,0,10,0
2026-03-16 11:00:00,campus,506.88,20.9,49.4,0,11,0
2026-03-16 12:00:00,campus,572.77,23.6,56.5,0,12,0
2026-03-16 13:00:00,campus,600.74,23.8,42.4,0,13,0
2026-03-16 14:00:00,campus,626.45,26.2,46.2,0,14,0
2026-03-16 15:00:00,campus,591.59,22.0,51.1,0,15,0
2026-03-16 16:00:00,campus,593.3,24.3,42.4,0,16,0
2026-03-16 17:00:00,campus,560.92,22.6,55.9,0,17,0
2026-03-16 18:00:00,campus,538.39,24.7,43.7,0,18,0
2026-03-16 19:00:00,campus,511.7,19.0,63.4,0,19,0
2026-03-16 20:00:00,campus,504.37,17.5,61.7,0,20,0
2026-03-16 21:00:00,campus,468.65,16.3,59.5,0,21,0
2026-03-16 22:00:00,campus,422.04,12.4,61.3,0,22,0
2026-03-16 23:00:00,campus,378.46,13.4,57.6,0,23,0
2026-03-17 00:00:00,campus,332.64,11.9,64.8,0,0,1
2026-03-17 01:00:00,campus,314.02,12.3,59.1,0,1,1
2026-03-17 02:00:00,campus,300.13,12.0,53.7,0,2,1
2026-03-17 03:00:00,campus,336.72,14.1,54.7,0,3,1
2026-03-17 04:00:00,campus,324.68,12.9,67.2,0,4,1
2026-03-17 05:00:00,campus,324.04,11.2,61.5,0,5,1
2026-03-17 06:00:00,campus,310.18,11.7,63.0,0,6,1
2026-03-17 07:00:00,campus,338.46,15.0,64.0,0,7,1
2026-03-17 08:00:00,campus,334.92,13.7,68.3,0,8,1
2026-03-17 09:00:00,campus,369.81,20.0,53.6,0,9,1
2026-03-17 10:00:00,campus,423.65,20.6,58.7,0,10,1
2026-03-17 11:00:00,campus,480.32,19.5,50.4,0,11,1
2026-03-17 12:00:00,campus,535.7,18.9,50.4,0,12,1
2026-03-17 13:00:00,campus,574.11,24.5,53.5,0,13,1
2026-03-17 14:00:00,campus,617.89,22.9,54.8,0,14,1
2026-03-17 15:00:00,campus,610.17,25.1,46.8,0,15,1
2026-03-17 16:00:00,campus,564.76,20.6,52.6,0,16,1
2026-03-17 17:00:00,campus,546.56,21.5,55.0,0,17,1
2026-03-17 18:00:00,campus,530.15,21.5,52.9,0,18,1
2026-03-17 19:00:00,campus,502.9,20.3,49.9,0,19,1
2026-03-17 20:00:00,campus,509.23,18.1,56.2,0,20,1
2026-03-17 21:00:00,campus,472.16,18.2,56.5,0,21,1
2026-03-17 22:00:00,campus,417.71,14.1,55.0,0,22,1
2026-03-17 23:00:00,campus,367.04,14.0,59.8,0,23,1
2026-03-18 00:00:00,campus,334.65,13.3,70.0,0,0,2
